PG.ProteinLabel	PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.Completeness	[1] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_A1_983t_S3-C7_1_5750.d.PG.Quantity	[2] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_B1_981s_S3-A8_1_5727.d.PG.Quantity	[3] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_C1_975s_S3-C11_1_5754.d.PG.Quantity	[4] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_D1_1s_S3-B2_1_5733.d.PG.Quantity	[5] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_E1_5t_S3-D7_1_5762.d.PG.Quantity	[6] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_F1_949t_S3-D1_1_5756.d.PG.Quantity	[7] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_G1_9t_S3-B4_1_5735.d.PG.Quantity	[8] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_H1_977t_S3-B12_1_5743.d.PG.Quantity	[9] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_I1_995s_S3-B7_1_5738.d.PG.Quantity	[10] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_J1_7s_S3-C5_1_5748.d.PG.Quantity	[11] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_K1_997t_S3-A4_1_5723.d.PG.Quantity	[12] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_L1_941t_S3-C3_1_5746.d.PG.Quantity	[13] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_M1_943s_S3-A3_1_5722.d.PG.Quantity	[14] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_N1_965t_S3-A10_1_5729.d.PG.Quantity	[15] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_O1_955s_S3-D6_1_5761.d.PG.Quantity
AGM1_MOUSE	Q9CYR6	Pgm3	Phosphoacetylglucosamine mutase	93.3	41.37765121459961	44.414058685302734	34.56965255737305	32.437896728515625	NaN	32.719749450683594	40.856422424316406	32.562095642089844	26.447969436645508	44.63373565673828	24.53812026977539	62.08296585083008	39.818077087402344	48.15547180175781	76.92887115478516
CB072_MOUSE	Q9CYS6		Uncharacterized protein C2orf72 homolog	80	20.728065490722656	31.601381301879883	32.64899826049805	22.38043975830078	NaN	28.023862838745117	NaN	28.50746726989746	43.42338180541992	27.57935333251953	25.603282928466797	NaN	25.7652587890625	26.326183319091797	15.366100311279297
CAP2_MOUSE	Q9CYT6	Cap2	Adenylyl cyclase-associated protein 2	100	43.1644401550293	72.42619323730469	75.03437805175781	64.59980773925781	56.57046890258789	63.46263885498047	53.63089370727539	88.49827575683594	76.02680206298828	51.836326599121094	76.88934326171875	52.40324020385742	69.26512908935547	70.21827697753906	75.6383285522461
TPD54_MOUSE	Q9CYZ2	Tpd52l2	Tumor protein D54	93.3	32.7113151550293	46.96052551269531	44.708343505859375	45.2181396484375	NaN	46.031333923339844	63.651126861572266	42.050113677978516	46.21261215209961	44.47566604614258	43.646568298339844	56.22144317626953	85.13218688964844	49.38261413574219	96.29454040527344
CSN7A_MOUSE	Q9CZ04	Cops7a	COP9 signalosome complex subunit 7a	100	22.000572204589844	26.59328269958496	28.819700241088867	29.55377769470215	19.50780487060547	29.45166778564453	33.42649459838867	21.763362884521484	38.8093376159668	20.388513565063477	32.32463073730469	16.316545486450195	35.091156005859375	36.201690673828125	29.689908981323242
QCR1_MOUSE	Q9CZ13	Uqcrc1	Cytochrome b-c1 complex subunit 1, mitochondrial	100	123.11929321289062	152.73521423339844	908.1249389648438	118.77536010742188	162.1406707763672	199.00270080566406	250.7427520751953	137.35589599609375	188.71090698242188	336.0616455078125	194.95645141601562	175.0435791015625	200.36737060546875	448.5884094238281	488.9356994628906
SNF8_MOUSE	Q9CZ28	Snf8	Vacuolar-sorting protein SNF8	93.3	19.641454696655273	11.64407730102539	28.69729232788086	25.293962478637695	NaN	35.52345657348633	15.5617094039917	19.30714988708496	12.76529598236084	15.310508728027344	11.261734008789062	17.630910873413086	51.25862121582031	12.889049530029297	42.73534393310547
OLA1_MOUSE	Q9CZ30	Ola1	Obg-like ATPase 1	100	93.72114562988281	152.3723602294922	112.64974975585938	107.64102935791016	163.23715209960938	104.37126922607422	112.98058319091797	70.18817901611328	102.18128204345703	94.69852447509766	102.95481872558594	95.04181671142578	160.87953186035156	145.432861328125	122.50154876708984
NNRD_MOUSE	Q9CZ42	Naxd	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	100	46.19651412963867	44.97132873535156	54.682823181152344	38.656185150146484	43.12076187133789	57.20890426635742	45.910980224609375	44.352115631103516	47.85310745239258	44.20820617675781	36.49195861816406	56.133705139160156	35.27164840698242	46.988250732421875	64.21758270263672
NSF1C_MOUSE	Q9CZ44	Nsfl1c	NSFL1 cofactor p47	93.3	34.12099075317383	53.75124740600586	51.48749923706055	35.45186233520508	NaN	50.14090347290039	44.592769622802734	33.864784240722656	52.60727310180664	47.17919158935547	36.0826301574707	31.90097999572754	177.88169860839844	44.652652740478516	97.38130950927734
CKLF6_MOUSE	Q9CZ69	Cmtm6	CKLF-like MARVEL transmembrane domain-containing protein 6	60	22.66427993774414	19.41582679748535	17.895675659179688	22.621023178100586	NaN	NaN	12.946824073791504	22.42430877685547	NaN	37.36504364013672	33.85301208496094	NaN	NaN	14.78148365020752	NaN
ZCRB1_MOUSE	Q9CZ96	Zcrb1	Zinc finger CCHC-type and RNA-binding motif-containing protein 1	86.7	27.37555503845215	22.1036376953125	18.25910186767578	25.312084197998047	NaN	32.6663703918457	22.711444854736328	24.286338806152344	52.070770263671875	24.812793731689453	22.383846282958984	36.852664947509766	12.661490440368652	42.019752502441406	NaN
C560_MOUSE	Q9CZB0	Sdhc	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	100	55.564903259277344	76.91073608398438	71.34651947021484	85.63516998291016	80.3546142578125	80.35932922363281	86.54981994628906	82.1393814086914	81.62767791748047	91.32091522216797	88.42413330078125	62.4884147644043	86.27943420410156	61.498111724853516	89.91461944580078
SCRN1_MOUSE	Q9CZC8	Scrn1	Secernin-1	100	102.48423767089844	102.3111801147461	204.30789184570312	113.64216613769531	150.73158264160156	140.64675903320312	102.06295776367188	172.59315490722656	231.06607055664062	119.90504455566406	130.65625	140.89068603515625	113.77828979492188	111.81249237060547	271.5284118652344
GARS_MOUSE	Q9CZD3	Gars1	Glycine--tRNA ligase	100	73.87394714355469	71.80909729003906	67.03881072998047	72.88002014160156	87.84927368164062	78.57417297363281	70.20494842529297	71.7054672241211	77.71321105957031	76.07485961914062	76.15921783447266	85.36021423339844	96.38043212890625	86.62427520751953	110.2052001953125
COMD8_MOUSE	Q9CZG3	Commd8	COMM domain-containing protein 8	100	49.64201354980469	35.77975845336914	36.02473831176758	26.76875114440918	59.945499420166016	42.751625061035156	38.12302017211914	56.00307083129883	27.857149124145508	41.57759094238281	41.091854095458984	61.968441009521484	42.34521484375	40.62053680419922	36.33031463623047
PSMG3_MOUSE	Q9CZH3	Psmg3	Proteasome assembly chaperone 3	66.7	15.075373649597168	15.733638763427734	11.008965492248535	NaN	NaN	10.70954418182373	NaN	14.18593978881836	26.091964721679688	17.04131317138672	NaN	27.996356964111328	67.25647735595703	15.346017837524414	NaN
MXRA7_MOUSE	Q9CZH7	Mxra7	Matrix-remodeling-associated protein 7	100	120.95968627929688	141.54615783691406	106.92162322998047	117.4824447631836	181.7899932861328	244.61544799804688	72.78781127929688	139.37539672851562	148.6057586669922	132.24288940429688	64.16822052001953	190.98321533203125	56.474483489990234	76.56597900390625	177.8267822265625
HS12B_MOUSE	Q9CZJ2	Hspa12b	Heat shock 70 kDa protein 12B	73.3	21.962575912475586	50.20697784423828	20.466758728027344	31.627033233642578	NaN	NaN	30.7132511138916	28.28188705444336	NaN	21.933895111083984	26.14211082458496	32.152549743652344	27.269962310791016	15.433072090148926	NaN
RL15_MOUSE	Q9CZM2	Rpl15	Large ribosomal subunit protein eL15	100	849.0149536132812	749.146728515625	659.2247314453125	871.1015625	1493.3670654296875	1624.950927734375	707.2218017578125	974.9549560546875	986.896728515625	965.9053344726562	657.3555908203125	771.1907958984375	1182.7823486328125	769.5740966796875	1148.9710693359375
GLYM_MOUSE	Q9CZN7	Shmt2	Serine hydroxymethyltransferase, mitochondrial	66.7	8.988568305969238	9.185565948486328	9.749480247497559	NaN	NaN	9.642448425292969	9.034236907958984	7.000661373138428	NaN	16.014659881591797	NaN	9.615605354309082	20.00110626220703	6.806319236755371	NaN
BCS1_MOUSE	Q9CZP5	Bcs1l	Mitochondrial chaperone BCS1	100	30.11515235900879	33.489017486572266	26.611482620239258	34.15601348876953	60.933780670166016	29.835338592529297	29.750595092773438	30.8223819732666	35.407745361328125	28.776304244995117	30.2050838470459	27.956811904907227	28.946083068847656	18.968488693237305	89.89362335205078
TM40L_MOUSE	Q9CZR3	Tomm40l	Mitochondrial import receptor subunit TOM40B	100	59.8568229675293	56.41957473754883	54.9241828918457	86.55392456054688	71.69287872314453	69.9180908203125	72.176025390625	76.54118347167969	95.9598388671875	72.97571563720703	67.0001449584961	44.64356231689453	68.90686798095703	62.34380340576172	82.25079345703125
EFTS_MOUSE	Q9CZR8	Tsfm	Elongation factor Ts, mitochondrial	86.7	16.942739486694336	16.670175552368164	14.77285099029541	14.733976364135742	NaN	13.685611724853516	20.0743350982666	13.207643508911133	22.956478118896484	11.366395950317383	19.913238525390625	15.199745178222656	27.038043975830078	17.2685604095459	NaN
AL1B1_MOUSE	Q9CZS1	Aldh1b1	Aldehyde dehydrogenase X, mitochondrial	100	85.19776153564453	82.39373779296875	115.98910522460938	76.2808837890625	87.82582092285156	102.44746398925781	80.46802520751953	110.32686614990234	91.03768157958984	101.55306243896484	66.469970703125	105.07946014404297	64.30451202392578	79.92164611816406	127.51515197753906
RAB3B_MOUSE	Q9CZT8	Rab3b	Ras-related protein Rab-3B	100	54.89171600341797	70.78097534179688	89.15876770019531	66.9292984008789	39.86236572265625	52.341400146484375	77.88615417480469	76.76618194580078	44.33354949951172	64.8726806640625	64.10737609863281	82.0397720336914	60.6292724609375	90.151123046875	53.523887634277344
MTREX_MOUSE	Q9CZU3	Mtrex	Exosome RNA helicase MTR4	100	49.57606887817383	49.488922119140625	39.647361755371094	38.41014099121094	140.252197265625	48.04698944091797	46.839298248291016	46.26448440551758	35.56290817260742	40.6932487487793	49.97889709472656	55.32938003540039	65.82723236083984	44.38671875	51.599491119384766
ERAL1_MOUSE	Q9CZU4	Eral1	GTPase Era, mitochondrial	100	441.8725280761719	393.52197265625	337.6727294921875	468.3881530761719	767.9942016601562	843.4581298828125	416.8031921386719	682.0029296875	590.4454345703125	562.4993896484375	291.30767822265625	454.367431640625	189.8068389892578	360.0214538574219	358.2292785644531
CISY_MOUSE	Q9CZU6	Cs	Citrate synthase, mitochondrial	100	1133.6834716796875	1288.19873046875	1705.203857421875	1614.528564453125	1216.8701171875	1677.5164794921875	1276.5487060546875	1751.07275390625	1799.86962890625	1312.6781005859375	1400.98046875	1683.958740234375	920.1576538085938	1334.242431640625	2262.100341796875
FXL20_MOUSE	Q9CZV8	Fbxl20	F-box/LRR-repeat protein 20	66.7	23.535417556762695	NaN	25.3166561126709	27.64324378967285	NaN	NaN	33.49441146850586	40.45147705078125	NaN	29.936920166015625	125.87960052490234	15.274175643920898	283.91290283203125	26.252347946166992	NaN
ACSL3_MOUSE	Q9CZW4	Acsl3	Fatty acid CoA ligase Acsl3	100	80.34347534179688	79.70315551757812	73.67573547363281	97.56292724609375	184.62069702148438	70.6207275390625	80.31913757324219	61.05759048461914	85.00152587890625	65.98805236816406	97.69232177734375	68.11416625976562	95.21198272705078	78.9499740600586	132.97091674804688
TOM70_MOUSE	Q9CZW5	Tomm70	Mitochondrial import receptor subunit TOM70	100	301.4349060058594	274.5360412597656	245.20635986328125	296.6322326660156	299.19732666015625	301.875244140625	246.936767578125	288.3050842285156	305.8141174316406	291.3628234863281	244.6805877685547	271.29095458984375	214.45562744140625	268.165283203125	264.8583984375
ELP3_MOUSE	Q9CZX0	Elp3	Elongator complex protein 3	100	32.220664978027344	51.477989196777344	38.95008087158203	40.88420867919922	78.15360260009766	51.731719970703125	51.41112518310547	39.44413757324219	43.57504653930664	27.719440460205078	45.19430923461914	27.63780975341797	74.5501708984375	41.46460723876953	27.854843139648438
PP4P2_MOUSE	Q9CZX7	Pip4p2	Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase	100	100.5048828125	132.31790161132812	73.2863998413086	104.64846801757812	114.70183563232422	50.90070724487305	81.6263198852539	57.719825744628906	43.273681640625	130.2904815673828	102.74244689941406	55.17107009887695	61.885494232177734	105.87908935546875	32.95913314819336
RS19_MOUSE	Q9CZX8	Rps19	Small ribosomal subunit protein eS19	100	942.71630859375	897.87744140625	869.2147827148438	1031.537841796875	1014.2384033203125	1287.4180908203125	1158.0673828125	728.5821533203125	1219.5240478515625	1340.62060546875	1045.4007568359375	1043.2943115234375	2176.55517578125	1456.0960693359375	1157.6488037109375
EMC4_MOUSE	Q9CZX9	Emc4	ER membrane protein complex subunit 4	100	55.48197937011719	48.07686233520508	39.96553039550781	47.638492584228516	28.563459396362305	48.741336822509766	80.37737274169922	55.69194412231445	41.31717300415039	53.02397537231445	87.6858901977539	41.10170364379883	109.75780487060547	68.2153091430664	25.657926559448242
UB2V1_MOUSE	Q9CZY3	Ube2v1	Ubiquitin-conjugating enzyme E2 variant 1	100	102.2352294921875	144.3214111328125	120.94039916992188	117.33038330078125	144.8731689453125	168.433349609375	154.76133728027344	87.06649017333984	145.64892578125	110.024169921875	79.9466323852539	138.19053649902344	339.0797119140625	123.82292175292969	414.85589599609375
5NT3A_MOUSE	Q9D020	Nt5c3a	Cytosolic 5'-nucleotidase 3A	86.7	18.815189361572266	16.409404754638672	8.279386520385742	12.89861011505127	NaN	48.76189422607422	15.032896995544434	10.382256507873535	NaN	12.42351245880127	15.419958114624023	36.28831481933594	153.90928649902344	7.8899760246276855	27.238027572631836
MPC2_MOUSE	Q9D023	Mpc2	Mitochondrial pyruvate carrier 2	100	90.58109283447266	94.69113159179688	93.68961334228516	126.88932037353516	83.0989990234375	113.80807495117188	102.61930847167969	107.88239288330078	89.63631439208984	94.47856140136719	99.25044250488281	79.92095947265625	61.64616394042969	67.1149673461914	83.89788055419922
CCD47_MOUSE	Q9D024	Ccdc47	PAT complex subunit CCDC47	100	74.0521011352539	92.6250228881836	66.39114379882812	92.259521484375	108.11251068115234	94.67019653320312	89.95523071289062	79.671142578125	105.8469467163086	88.59707641601562	100.12252807617188	82.3077163696289	165.1428985595703	92.5349349975586	126.16387176513672
ODPB_MOUSE	Q9D051	Pdhb	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	100	90.35379028320312	122.73623657226562	505.5604553222656	87.94015502929688	70.72645568847656	119.4537353515625	173.86941528320312	89.26129913330078	86.38306427001953	124.8367919921875	96.67078399658203	127.78919219970703	114.134521484375	194.8189239501953	355.5450134277344
ACBD6_MOUSE	Q9D061	Acbd6	Acyl-CoA-binding domain-containing protein 6	93.3	30.219764709472656	38.9666862487793	29.67477035522461	32.072566986083984	42.778446197509766	30.331117630004883	34.92596435546875	28.48699188232422	33.794395446777344	24.171823501586914	30.33869743347168	24.74602699279785	40.065155029296875	31.94049835205078	NaN
MMS19_MOUSE	Q9D071	Mms19	MMS19 nucleotide excision repair protein homolog	93.3	10.430700302124023	11.813835144042969	9.78058910369873	11.306971549987793	NaN	15.2691650390625	12.432711601257324	13.646410942077637	12.587597846984863	7.347126007080078	17.507646560668945	10.17682933807373	14.761512756347656	9.166345596313477	70.09249114990234
MGRN1_MOUSE	Q9D074	Mgrn1	E3 ubiquitin-protein ligase MGRN1	100	16.425334930419922	23.873943328857422	14.117108345031738	20.926054000854492	23.742469787597656	13.664002418518066	16.3026180267334	20.021503448486328	21.485977172851562	15.055078506469727	22.16728973388672	12.504072189331055	27.55000114440918	16.99775505065918	117.96903228759766
SRSF9_MOUSE	Q9D0B0	Srsf9	Serine/arginine-rich splicing factor 9	73.3	21.1959228515625	NaN	12.244800567626953	NaN	NaN	22.348299026489258	18.5186767578125	10.934049606323242	29.446577072143555	21.299034118652344	25.14544677734375	13.6730318069458	51.78687286376953	10.760428428649902	NaN
TSTD3_MOUSE	Q9D0B5	Tstd3	Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3	86.7	31.31606674194336	NaN	38.166160583496094	33.28337478637695	NaN	23.464509963989258	25.54254913330078	27.974027633666992	38.3101921081543	24.10611915588379	27.61944007873535	41.07320022583008	43.389713287353516	32.999481201171875	112.70690155029297
PBDC1_MOUSE	Q9D0B6	Pbdc1	Protein PBDC1	100	66.67680358886719	75.273681640625	60.111637115478516	49.809608459472656	90.5042953491211	78.15119171142578	66.82525634765625	75.56768798828125	89.12784576416016	71.29173278808594	55.76278305053711	86.3003921508789	196.70570373535156	81.0946273803711	63.87792205810547
TRM5_MOUSE	Q9D0C4	Trmt5	tRNA (guanine(37)-N1)-methyltransferase	60	10.665604591369629	15.074581146240234	11.715975761413574	23.40619659423828	NaN	9.446320533752441	17.407434463500977	NaN	NaN	NaN	10.177319526672363	NaN	52.97691345214844	12.23442268371582	NaN
DIM1_MOUSE	Q9D0D4	Dimt1	Dimethyladenosine transferase	100	55.15139389038086	68.29788208007812	57.166969299316406	72.22001647949219	43.520023345947266	41.16352462768555	58.19838333129883	51.790470123291016	61.60761260986328	86.29352569580078	62.87877655029297	64.60202026367188	116.19385528564453	47.88469696044922	374.1063537597656
T2EA_MOUSE	Q9D0D5	Gtf2e1	General transcription factor IIE subunit 1	93.3	18.075342178344727	25.855934143066406	12.662590026855469	36.049415588378906	NaN	10.124116897583008	22.5043888092041	11.438590049743652	23.58968162536621	15.74842357635498	26.68267250061035	8.485271453857422	44.483642578125	20.086015701293945	32.561363220214844
HNRPM_MOUSE	Q9D0E1	Hnrnpm	Heterogeneous nuclear ribonucleoprotein M	100	837.192626953125	904.3173217773438	810.1640625	848.3217163085938	1383.43701171875	1039.0428466796875	982.1956787109375	812.9972534179688	950.8955078125	1218.079345703125	864.4583740234375	1337.800048828125	1392.11572265625	994.4478759765625	1323.7952880859375
LMAN1_MOUSE	Q9D0F3	Lman1	Protein ERGIC-53	100	43.48542785644531	47.27353286743164	38.55441665649414	42.861698150634766	54.94887161254883	60.181800842285156	50.53316879272461	52.702571868896484	47.309242248535156	57.23843002319336	56.39237976074219	41.038143157958984	50.03034210205078	58.60792541503906	50.15032196044922
PGM1_MOUSE	Q9D0F9	Pgm1	Phosphoglucomutase-1	100	69.48021697998047	104.72440338134766	73.75493621826172	99.40851593017578	92.19930267333984	100.209716796875	127.14188385009766	61.719810485839844	122.14351654052734	78.16588592529297	112.21992492675781	91.03260803222656	179.6024627685547	98.78048706054688	283.31585693359375
RT30_MOUSE	Q9D0G0	Mrps30	Large ribosomal subunit protein mL65	86.7	22.59000587463379	42.65104675292969	24.896228790283203	23.8772029876709	NaN	23.84374237060547	28.35380744934082	30.115068435668945	33.88755416870117	27.207603454589844	29.867809295654297	25.313983917236328	NaN	21.770002365112305	48.8654899597168
MRT4_MOUSE	Q9D0I8	Mrto4	mRNA turnover protein 4 homolog	93.3	63.320045471191406	57.15673828125	43.68276596069336	39.49579620361328	23.144317626953125	41.05471420288086	48.77753448486328	73.6064682006836	65.23155212402344	55.50493621826172	43.13437271118164	65.707275390625	51.98562240600586	49.68548583984375	NaN
SYRC_MOUSE	Q9D0I9	Rars1	Arginine--tRNA ligase, cytoplasmic	100	98.60899353027344	107.30204772949219	94.99823760986328	123.88750457763672	123.18087768554688	108.88585662841797	121.98869323730469	117.06924438476562	104.84028625488281	104.99810028076172	137.2014617919922	81.25469970703125	173.16932678222656	94.4954833984375	129.75604248046875
ARL2_MOUSE	Q9D0J4	Arl2	ADP-ribosylation factor-like protein 2	73.3	5.447430610656738	10.244389533996582	10.128968238830566	10.629840850830078	NaN	15.11953067779541	8.713327407836914	7.376907825469971	NaN	4.734495639801025	NaN	17.87093162536621	12.864062309265137	15.068878173828125	NaN
PTMS_MOUSE	Q9D0J8	Ptms	Parathymosin	100	138.46189880371094	107.93392944335938	825.2046508789062	168.82566833496094	261.0087890625	161.3355712890625	210.6958770751953	178.90341186523438	202.64564514160156	194.93154907226562	103.14834594726562	229.68023681640625	128.74420166015625	354.2027282714844	297.37530517578125
SCOT1_MOUSE	Q9D0K2	Oxct1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	100	104.75110626220703	103.00833892822266	113.9876480102539	113.62417602539062	111.53562927246094	132.10617065429688	92.55013275146484	131.5572509765625	132.50094604492188	91.46346282958984	137.30987548828125	108.39866638183594	133.02340698242188	97.5674057006836	134.7133026123047
ADCK1_MOUSE	Q9D0L4	Adck1	AarF domain-containing protein kinase 1	93.3	29.77288246154785	30.440608978271484	17.96532440185547	36.68772506713867	79.05863952636719	42.526756286621094	29.60073471069336	31.693744659423828	23.21403694152832	25.262836456298828	31.02126121520996	27.31951904296875	40.674251556396484	23.261699676513672	NaN
ARM10_MOUSE	Q9D0L7	Armc10	Armadillo repeat-containing protein 10	100	38.06372833251953	50.299896240234375	32.430015563964844	50.00731658935547	59.44565200805664	45.27414321899414	41.35282516479492	39.80105972290039	36.53201675415039	38.3623161315918	44.9036865234375	38.292598724365234	33.01784133911133	31.458396911621094	35.99470138549805
MCES_MOUSE	Q9D0L8	Rnmt	mRNA cap guanine-N7 methyltransferase	100	199.93972778320312	229.87628173828125	167.1116180419922	188.0365753173828	258.6254577636719	248.74356079101562	196.5225830078125	231.3590087890625	203.3507843017578	189.43687438964844	174.39169311523438	253.11204528808594	266.7464904785156	294.9613037109375	255.3196563720703
EXOS7_MOUSE	Q9D0M0	Exosc7	Exosome complex exonuclease RRP42	93.3	28.471437454223633	22.897823333740234	20.409019470214844	31.153545379638672	NaN	42.79252624511719	30.525619506835938	39.995361328125	40.06830596923828	26.184785842895508	28.564647674560547	32.59691619873047	57.00728225708008	28.1944637298584	52.11941909790039
KPRA_MOUSE	Q9D0M1	Prpsap1	Phosphoribosyl pyrophosphate synthase-associated protein 1	100	53.41398620605469	48.79082489013672	59.435001373291016	33.373695373535156	64.47858428955078	55.27547073364258	42.957340240478516	56.785667419433594	88.8982925415039	47.48424530029297	42.102840423583984	77.53190612792969	94.25349426269531	50.8529052734375	74.94558715820312
CY1_MOUSE	Q9D0M3	Cyc1	Cytochrome c1, heme protein, mitochondrial	100	537.8297119140625	448.707275390625	451.1766052246094	621.284423828125	568.0023193359375	727.1255493164062	419.0260009765625	570.2821655273438	744.82666015625	630.424560546875	527.9475708007812	539.9921875	385.0478820800781	499.75384521484375	812.902099609375
DYL2_MOUSE	Q9D0M5	Dynll2	Dynein light chain 2, cytoplasmic	86.7	23.970632553100586	6.841793537139893	16.80573081970215	NaN	20.7934627532959	42.63652801513672	9.020424842834473	10.05477523803711	NaN	56.582275390625	9.014777183532715	14.360828399658203	33.633148193359375	19.303823471069336	89.7144546508789
RM45_MOUSE	Q9D0Q7	Mrpl45	Large ribosomal subunit protein mL45	100	16.331968307495117	18.313753128051758	17.66737937927246	15.242095947265625	19.175405502319336	19.286582946777344	15.020503997802734	19.396024703979492	24.944910049438477	18.582748413085938	23.78357696533203	11.352693557739258	27.413593292236328	16.535741806030273	40.99607467651367
SYTC_MOUSE	Q9D0R2	Tars1	Threonine--tRNA ligase 1, cytoplasmic	100	89.24369049072266	92.73860168457031	79.76278686523438	91.68073272705078	97.59732055664062	100.91325378417969	89.31492614746094	120.27449035644531	80.90748596191406	81.93768310546875	119.30966186523438	83.20258331298828	136.42015075683594	89.45276641845703	122.35653686523438
DDX56_MOUSE	Q9D0R4	Ddx56	Probable ATP-dependent RNA helicase DDX56	86.7	21.86599349975586	23.308757781982422	18.019874572753906	28.61136817932129	NaN	32.2497444152832	24.63072395324707	14.69524097442627	44.061344146728516	18.930513381958008	38.78385925292969	28.966127395629883	NaN	28.661211013793945	23.934438705444336
LSM12_MOUSE	Q9D0R8	Lsm12	Protein LSM12	100	44.83073043823242	49.21238708496094	39.249568939208984	46.563358306884766	148.3261260986328	51.469337463378906	50.3880615234375	49.43019104003906	53.13456726074219	41.23970413208008	68.55000305175781	36.43109893798828	73.13550567626953	58.027740478515625	47.21476364135742
HINT2_MOUSE	Q9D0S9	Hint2	Adenosine 5'-monophosphoramidase HINT2	93.3	47.24253845214844	41.01631546020508	59.208553314208984	24.678565979003906	NaN	29.008758544921875	52.21067428588867	44.75526809692383	49.45038604736328	48.88742446899414	35.370849609375	28.609281539916992	39.09959411621094	45.00082778930664	34.212955474853516
NH2L1_MOUSE	Q9D0T1	Snu13	NHP2-like protein 1	100	263.8664855957031	192.8496856689453	229.14779663085938	207.3838653564453	268.47119140625	365.68096923828125	190.52108764648438	246.57769775390625	318.04974365234375	294.1329345703125	259.9263000488281	355.5802001953125	380.5074768066406	243.09341430664062	289.00128173828125
RCAS1_MOUSE	Q9D0V7	Ebag9	Receptor-binding cancer antigen expressed on SiSo cells	93.3	50.45131301879883	39.306392669677734	46.90432357788086	52.65125274658203	NaN	34.04402160644531	44.398345947265625	29.745407104492188	46.47844696044922	44.664554595947266	61.916786193847656	34.938724517822266	26.74475860595703	28.896652221679688	176.9427032470703
PPIL1_MOUSE	Q9D0W5	Ppil1	Peptidyl-prolyl cis-trans isomerase-like 1	86.7	10.583025932312012	21.179128646850586	16.979562759399414	NaN	18.894424438476562	24.716157913208008	20.89863395690918	6.931807994842529	NaN	17.944250106811523	26.665369033813477	23.219938278198242	55.10258865356445	19.383567810058594	60.10228729248047
RT25_MOUSE	Q9D125	Mrps25	Small ribosomal subunit protein mS25	86.7	17.693479537963867	5.533175945281982	14.181843757629395	16.08092498779297	NaN	21.790998458862305	10.912904739379883	11.648566246032715	26.901002883911133	15.532401084899902	18.324012756347656	22.264522552490234	NaN	19.11741065979004	19.306730270385742
FXYD6_MOUSE	Q9D164	Fxyd6	FXYD domain-containing ion transport regulator 6	93.3	35.3609504699707	129.49945068359375	36.70988464355469	134.8827362060547	NaN	25.377857208251953	76.73473358154297	38.54875946044922	53.269981384277344	63.366172790527344	96.38653564453125	45.1722526550293	71.20621490478516	84.40447235107422	16.131149291992188
GAL3A_MOUSE	Q9D172	Gatd3	Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial	100	168.89297485351562	185.60342407226562	166.53553771972656	221.68203735351562	128.24752807617188	122.27001953125	161.38284301757812	150.13661193847656	189.9921875	148.94252014160156	191.5311737060547	160.8306427001953	143.23770141601562	150.6553192138672	238.28062438964844
CIA2B_MOUSE	Q9D187	Ciao2b	Cytosolic iron-sulfur assembly component 2B	86.7	13.66632080078125	22.37901496887207	21.6520938873291	15.768020629882812	NaN	9.170015335083008	17.145675659179688	22.443161010742188	15.472900390625	16.342187881469727	28.209613800048828	36.51601028442383	52.73899459838867	18.047199249267578	NaN
CNDP2_MOUSE	Q9D1A2	Cndp2	Cytosolic non-specific dipeptidase	100	48.01679992675781	55.27897262573242	61.736328125	33.39913558959961	51.103389739990234	68.17623901367188	49.34456253051758	54.0013427734375	60.30447769165039	57.49125289916992	46.711978912353516	61.1390495300293	87.19007110595703	55.59743881225586	57.59479522705078
